;y;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13
917;Bob;1.41590;-0.65805;0.24123;-10.98462;9.08187;-14.73032;France;-15.29409;15.20354;-1000.31250;-1.36738;FALSE;0.34742
918;Jorg;1.41898;-1.01571;0.12837;-9.95348;9.32272;-15.15906;Croatia;-16.08889;15.76174;-997.01061;-0.56266;FALSE;0.23479
919;20;2.02712;0.90576;0.93357;-10.10119;9.82293;-19.24355;Croatia;-18.99223;18.91469;-997.57054;0.57986;TRUE;1.08560
920;20;1.12505;-0.35157;0.24620;-10.29102;9.97185;-11.60092;Croatia;-12.02774;12.14011;-994.61711;-2.15692;FALSE;0.33058
921;Atsuto;1.62719;1.14878;0.88362;-9.05201;10.56883;-15.06617;Croatia;-15.06210;16.03354;-1000.62217;1.41548;TRUE;1.00566
922;Jorg;1.99647;0.56263;0.81459;-9.23443;10.14469;-19.48480;Croatia;-19.15163;17.19638;-1002.60720;5.81344;TRUE;0.96432
923;Jorg;0.00485;-0.11976;-0.03657;-11.34179;9.50748;-0.25107;France;2.88451;-0.04445;-999.59383;1.25439;FALSE;-0.03621
924;Atsuto;0.56385;-0.13010;0.13807;-10.74821;9.49619;-5.82455;France;-6.04624;6.27760;-996.92481;4.24327;TRUE;0.18036
925;20;-0.97368;-0.80878;-0.56737;-10.73886;9.59956;8.91982;France;7.16901;-9.96851;-997.05771;-1.55307;FALSE;-0.64040
926;Atsuto;1.42868;-0.81835;0.19427;-9.89185;9.45763;-15.21296;Croatia;-13.68818;16.03064;-999.37312;-1.51460;FALSE;0.30143
927;Atsuto;0.62723;-0.39338;0.07444;-10.31089;9.65680;-6.71828;Croatia;-6.52567;7.30206;-1000.20476;0.33154;FALSE;0.12148
928;Bob;2.03956;-0.01473;0.64452;-9.93626;9.55375;-20.38917;Croatia;-17.46413;19.82820;-1000.46526;-1.14704;TRUE;0.79749
929;Atsuto;0.64681;-1.01757;-0.11802;-10.07232;9.62903;-7.58910;Croatia;-8.21092;6.45234;-999.25558;3.85992;FALSE;-0.06950
930;20;1.30626;0.98779;0.73022;-10.47388;10.13326;-12.03602;Croatia;-12.72739;15.43360;-998.79354;0.11120;TRUE;0.82819
931;Bob;0.38150;-0.31634;0.02074;-12.29411;8.81327;-4.11180;Morocco;-4.62984;4.97633;-1000.85778;-1.89460;FALSE;0.04935
932;20;1.36663;-0.97759;0.12384;-10.14352;9.66070;-14.63626;Croatia;-13.28223;14.58383;-997.04628;-1.97261;FALSE;0.22633
933;Boob;1.90398;0.09389;0.63594;-9.47765;10.08303;-18.82696;Croatia;-17.40548;20.86604;-1000.04368;-2.48608;TRUE;0.77874
934;Bob;0.66742;0.36010;0.32707;-11.02086;9.57104;-6.30936;France;-6.73799;8.03502;-997.57497;-3.64749;TRUE;0.37713
935;Jorg;2.34877;1.18488;1.12480;-8.52607;10.69980;-22.31956;Argentina;-21.69725;24.31683;-997.58265;-0.96903;TRUE;1.30095
936;Bob;1.27326;1.96046;1.02933;-11.16123;10.06046;-10.56516;France;-11.94986;10.56077;-999.66538;-3.15352;TRUE;1.12482
937;Jorg;-0.08852;-0.17359;-0.08343;-11.28620;9.30374;0.73059;France;0.56708;-1.89318;-998.83185;-0.42114;FALSE;-0.09007
938;20;-1.05891;-1.22180;-0.72597;-12.86208;8.74214;9.20443;Morocco;9.96424;-7.53151;-997.31713;-2.64246;FALSE;-0.80539
939;Atsuto;1.35456;0.67465;0.64592;-9.62839;10.21814;-13.06492;Croatia;-13.65578;12.33746;-998.17972;-1.36557;TRUE;0.74751
940;Jorg;-0.08283;0.05560;-0.00867;-11.18624;9.29572;0.97454;France;3.47964;2.22561;-1001.08397;-1.92446;TRUE;-0.01488
941;Bob;1.30262;-0.43512;0.27613;-9.84619;9.75368;-13.49931;Croatia;-14.90261;14.87717;-998.09558;-1.47621;FALSE;0.37383
942;Atsuto;1.42454;1.40459;0.90054;-9.28720;10.65233;-13.07212;Croatia;-12.82384;12.57340;-997.80367;-1.64075;TRUE;1.00738
943;20;-0.04786;0.95598;0.28906;-11.23791;9.99396;1.33310;France;1.71454;-1.14804;-998.61419;-1.22715;TRUE;0.28547
944;Atsuto;0.24496;-0.95548;-0.22617;-10.94322;9.22067;-3.19347;France;-1.26139;4.49850;-1000.52467;-2.64097;FALSE;-0.20780
945;Atsuto;1.81247;0.15499;0.62626;-9.30057;10.07940;-18.07534;Croatia;-20.38205;18.02169;-998.60710;2.63895;TRUE;0.76220
946;Jorg;2.18939;-0.93708;0.39862;-9.51058;9.66091;-22.82555;Croatia;-21.31185;23.19654;-997.80746;-0.42494;FALSE;0.56283
947;Jorg;0.96921;0.65824;0.51803;-9.62007;10.20440;-9.02705;Croatia;-10.04912;9.76722;-1001.86785;3.12727;TRUE;0.59072
948;20;-0.15474;-0.02947;-0.05864;-11.34034;9.18281;1.54986;France;2.48920;-3.17348;-997.92734;-1.17799;FALSE;-0.07024
949;20;1.87560;-0.39821;0.47027;-8.21594;10.44999;-19.20598;Argentina;-19.39013;19.98242;-997.84191;-0.36778;TRUE;0.61094
950;Atsuto;1.96907;-0.25734;0.54486;-8.55072;10.41133;-20.00785;Croatia;-19.73076;20.13864;-998.66663;-1.69605;TRUE;0.69254
951;20;0.30549;-0.87036;-0.17981;-11.90207;8.84582;-3.72642;France;-3.35322;3.56738;-997.44232;-2.35260;FALSE;-0.15689
952;Jorg;-0.12347;-1.12881;-0.39861;-11.29751;9.08453;0.05205;France;-0.54385;-2.47721;-996.44731;-1.74380;FALSE;-0.40787
953;Bob;-0.35223;0.75257;0.12743;-12.22608;9.37024;4.22304;France;5.34956;-5.38843;-998.75752;0.89395;TRUE;0.10101
954;20;0.58358;0.80619;0.44238;-11.82367;9.29248;-5.03587;France;-3.94822;6.13128;-997.37618;-1.28428;TRUE;0.48614
955;Jorg;0.47105;-0.09754;0.11889;-9.96135;9.88306;-4.83388;Croatia;-2.62568;6.45925;-996.05394;-0.49558;TRUE;0.15422
956;Atsuto;0.09280;0.73821;0.26452;-10.70982;10.07253;-0.31301;Croatia;-0.88119;0.27831;-999.16112;-2.27904;TRUE;0.27148
957;Jorg;1.27954;0.45918;0.55345;-10.26144;9.88891;-12.25093;Croatia;-12.54604;9.48488;-998.47674;-1.73606;TRUE;0.64942
958;Bob;0.66282;-0.77167;-0.03465;-11.79512;8.82943;-7.25716;France;-7.32984;7.36179;-999.25369;-3.51672;FALSE;0.01506
959;Bob;1.85719;-0.48374;0.43718;-8.90101;9.99677;-19.02305;Croatia;-21.84244;19.58893;-1001.85702;-0.52985;FALSE;0.57647
960;Bob;0.74912;-0.75771;-0.00273;-10.45073;9.15342;-8.31363;France;-9.60491;11.37260;-998.10252;-2.92517;FALSE;0.05345
961;Atsuto;0.00785;-0.32947;-0.10237;-10.71600;9.73697;-0.39873;Croatia;-1.59637;0.71983;-998.65592;2.22526;FALSE;-0.10178
962;Jorg;1.69749;-0.23109;0.46677;-10.26439;9.55974;-17.09828;Croatia;-18.75706;18.15656;-997.56712;-2.12560;TRUE;0.59408
963;Jorg;1.63670;0.70058;0.74398;-9.78315;10.01700;-15.75174;Croatia;-14.72096;14.02172;-999.47339;0.05224;TRUE;0.86673
964;20;2.18770;0.93574;0.99422;-8.00507;11.00716;-20.94495;Argentina;-21.39118;21.22430;-998.42834;0.31617;TRUE;1.15830
965;Jorg;0.45284;0.34957;0.25541;-10.47474;9.84574;-4.37409;Croatia;-3.02808;4.15493;-999.41433;-0.37938;TRUE;0.28938
966;Jorg;0.20140;0.83196;0.32893;-11.79175;9.50057;-1.09492;France;-0.50928;3.06593;-995.16341;0.22928;TRUE;0.34403
967;20;2.68951;-1.37719;0.41773;-8.00428;10.09691;-28.26656;Argentina;-30.93359;29.68125;-997.15718;-1.08037;FALSE;0.61944
968;Bob;1.88828;0.28417;0.69151;-8.49115;10.43775;-18.74386;Argentina;-18.26522;19.75337;-998.27350;-1.40260;TRUE;0.83313
969;Atsuto;0.89739;-0.51667;0.12119;-10.51974;9.33190;-9.45581;France;-10.04688;8.59839;-998.28996;-2.22385;FALSE;0.18849
970;Bob;1.50416;0.10950;0.51364;-10.40612;9.54458;-14.93860;Croatia;-15.06006;14.77531;-1000.71961;-3.41738;TRUE;0.62645
971;Jorgg;0.17970;0.04182;0.07051;-11.15531;9.59513;-1.63871;France;-1.07057;2.56352;-997.46628;-0.75778;TRUE;0.08399
972;Jorg;0.78973;0.44357;0.39257;-11.26443;9.44076;-7.41662;France;-8.70365;7.09183;-998.19196;0.95644;TRUE;0.45180
973;Atsuto;1.91262;0.52244;0.77510;-8.96579;10.33479;-18.59790;Croatia;-18.32941;18.36899;-997.89004;-0.39918;TRUE;0.91855
974;Jorg;0.61169;-0.92807;-0.10070;-10.94073;9.12532;-7.06400;France;-8.56780;5.78997;-1003.40971;4.67681;FALSE;-0.05483
975;20;0.95393;0.85825;0.57683;-9.49877;10.48189;-8.56136;Croatia;-7.34024;6.50038;-996.05605;-0.59009;TRUE;0.64838
976;20;0.68033;0.58987;0.40432;-9.30694;10.50382;-6.12217;Croatia;-6.16982;6.14373;-997.71755;-1.87713;TRUE;0.45534
977;20;0.97170;0.55421;0.48571;-11.01284;9.77881;-9.07821;France;-10.00594;8.15266;-997.47670;-2.39867;TRUE;0.55859
978;Atsuto;2.20869;0.22344;0.77417;-8.87681;10.33533;-22.03978;Croatia;-21.25802;21.99571;-999.19418;-0.72376;TRUE;0.93982
979;Jorg;0.18843;0.06677;0.08123;-11.08127;9.59301;-1.90359;France;-1.56201;3.90377;-996.10955;-0.57669;TRUE;0.09537
980;Bob;1.93637;-0.79724;0.36260;-9.11656;10.08707;-20.10244;Croatia;-17.82116;19.24454;-1000.50627;-1.93546;FALSE;0.50782
981;Jorg;0.10144;-0.16657;-0.02073;-11.56755;9.27938;-1.34517;France;3.10020;2.86684;-1000.89946;0.33268;FALSE;-0.01312
982;Jorg;0.44061;0.21050;0.20725;-10.52734;9.62228;-4.06347;Croatia;-3.18969;3.56226;-995.92924;-1.89792;TRUE;0.24030
983;Atsuto;-0.57915;-1.05766;-0.52101;-11.49529;9.03646;4.63440;France;4.42132;-5.24211;-999.48154;2.13807;FALSE;-0.56445
984;Jorg;1.03515;-0.55317;0.15342;-9.60326;9.86966;-10.90839;Croatia;-8.86694;9.16563;-999.01242;-1.92834;FALSE;0.23105
985;20;-1.10424;-1.39492;-0.79551;-13.43929;8.06452;9.44153;Morocco;10.39612;-9.37648;-996.98238;-1.79989;FALSE;-0.87833
986;20;0.13262;0.25996;0.12496;-11.04616;9.65154;-1.01529;France;-1.06469;0.64365;-996.33472;-0.54711;TRUE;0.13491
987;20;1.32886;0.52191;0.58912;-9.37920;10.22503;-12.89056;Croatia;-13.14706;14.64066;-997.24132;-2.27151;TRUE;0.68878
988;Bob;1.42991;0.74623;0.69269;-10.25521;10.06486;-13.44077;Croatia;-13.92776;12.52308;-997.92156;-2.61749;TRUE;0.79993
989;Atsuto;-0.17792;-0.59310;-0.24542;-11.52643;8.99133;1.21996;France;1.93340;-1.68463;-997.32254;-2.10778;FALSE;-0.25877
990;Bob;2.37556;0.99240;1.07206;-7.85271;10.96415;-22.80067;Argentina;-26.80314;25.88453;-999.84128;1.87832;TRUE;1.25022
991;Bob;-0.35819;0.14929;-0.06650;-11.74155;9.24220;3.65646;France;2.78001;-2.73795;-1000.49721;-1.19495;TRUE;-0.09336
992;Jorg;1.02966;-0.16179;0.27625;-10.76554;9.54195;-10.25044;France;-9.90108;8.49617;-997.16892;-1.67709;TRUE;0.35348
993;20;2.52371;0.59018;0.99118;-7.51494;11.04230;-24.70512;Argentina;-23.29568;24.24199;-997.68002;-2.33268;TRUE;1.18046
994;Jorg;0.63564;-1.17402;-0.17137;-10.70068;9.16222;-7.39453;France;-6.48105;8.83034;-998.86221;0.26664;FALSE;-0.12370
995;20;0.24717;-0.42145;-0.05547;-10.44314;9.78971;-2.83002;Croatia;-2.03914;3.10655;-997.35808;-0.26276;FALSE;-0.03694
996;20;1.02575;-0.19028;0.26594;-10.32843;9.67186;-10.37103;Croatia;-9.26202;12.54605;-1000.54649;-0.39347;TRUE;0.34287
997;Jorg;-0.54204;0.64770;0.03363;-11.20452;9.68454;6.02285;France;6.30134;-5.21648;-999.62330;-0.86828;TRUE;-0.00702
998;20;1.22396;0.63672;0.59227;-10.19906;10.14569;-11.65146;Croatia;-9.68784;13.83795;-999.63665;0.52271;TRUE;0.68407
999;Bob;1.42130;0.03727;0.46428;-10.36829;9.42645;-14.41376;Croatia;-13.56659;14.38911;-999.73149;-1.46065;TRUE;0.57088
